Instance,AS_Prediction
71,0.8541039552696358
129,0.8384490667756437
22,0.8524122646250377
183,0.8292388855985052
429,0.8384664927213824
64,0.850293778293057
481,0.8493879663261142
241,0.8467420402526703
281,0.8498254433126311
84,0.8722442288700023
161,0.8584086371982861
103,0.8535702178912988
209,0.841991445411353
206,0.8476157001811075
244,0.8530497744130663
336,0.8573037537819538
331,0.8508612364261496
0,0.8527228997949483
261,0.8601989757090897
504,0.8568278769048918
407,0.8484414520116027
440,0.8518426337970909
230,0.8520350516657099
430,0.8646737550190083
A,0.8534806325104246
357,0.8490161220246393
202,0.8459309871588948
345,0.8520513328886488
232,0.8739029109146226
127,0.8565215587785722
20,0.8518683911543671
387,0.8625782457881662
67,0.8436857984218977
502,0.8506458933192879
94,0.8544141610204272
74,0.8426301810479059
23,0.8532848358344809
156,0.835660964731026
394,0.8538157207859379
121,0.8500115163981742
242,0.8697505369281658
80,0.8556660117929157
11,0.8612393690788096
59,0.8638998863460681
179,0.858900872813281
427,0.8549233660828685
340,0.8509725382385631
137,0.8434052944434792
366,0.8423161213742525
322,0.8474205136371177
81,0.850220990563454
237,0.8518219409966793
69,0.8564887508528107
239,0.8563293515175235
497,0.8601889058952584
496,0.8532696923456875
