Instance,AS_Prediction
71,0.8273497633560004
129,0.7239292665623002
22,0.6957442014731998
183,0.878895397863635
429,0.8002974912641002
64,0.7892920943273503
481,0.7969304472302001
241,0.79776086456515
281,0.79469563645525
84,0.7920095177292498
161,0.7919717555124
103,0.79149537792245
209,0.7903358598401501
206,0.79498087773645
244,0.8004130058243999
336,0.8098282618731502
331,0.7974340429451999
0,0.79717460582115
261,0.7964710184026501
504,0.7893606215576499
407,0.78069306639305
440,0.7935991507866998
230,0.8043888036457002
430,0.80381470805975
A,0.7907561367273
357,0.78453416088685
202,0.8004457751901503
345,0.7889711980123999
232,0.8016025654884497
127,0.8054272835571001
20,0.8051188991471498
387,0.7938717688497499
67,0.7959981014331505
502,0.8054375676221501
94,0.79104522963075
74,0.8004193441663499
23,0.79904699008265
156,0.8042408837655002
394,0.79355799891435
121,0.7960716721088997
242,0.79753452761685
80,0.7932645457655997
11,0.79304923983855
59,0.7950165335532502
179,0.8007158951808503
427,0.7982068714988002
340,0.7989851979428501
137,0.7930260294387999
366,0.7975952198713999
322,0.8060704998915503
81,0.8059769927190003
237,0.7944630674843498
69,0.799094925295
239,0.7895323888858998
497,0.8124007762328499
